DISTRICT,FACILITY,TOTALS,MONTH,YEAR
WAKISO,BUWAMBO HC IV,9,February,2024
WAKISO,BUWAMBO HC IV,12,March,2024
WAKISO,BUWAMBO HC IV,19,April,2024
WAKISO,BUWAMBO HC IV,11,May,2024
WAKISO,BUWAMBO HC IV,6,June,2024
WAKISO,BUWAMBO HC IV,10,July,2024
MASAKA DISTRICT,BUWUNGA HC III,3,August,2022
MASAKA DISTRICT,BUWUNGA HC III,3,September,2022
MASAKA DISTRICT,BUWUNGA HC III,7,October,2022
MASAKA DISTRICT,BUWUNGA HC III,3,November,2022
MASAKA DISTRICT,BUWUNGA HC III,4,December,2022
MASAKA DISTRICT,BUWUNGA HC III,3,January,2023
MASAKA DISTRICT,BUWUNGA HC III,5,February,2023
MASAKA DISTRICT,BUWUNGA HC III,3,March,2023
MASAKA DISTRICT,BUWUNGA HC III,0,April,2023
MASAKA DISTRICT,BUWUNGA HC III,0,May,2023
MASAKA DISTRICT,BUWUNGA HC III,3,June,2023
MASAKA DISTRICT,BUWUNGA HC III,3,July,2023
MASAKA DISTRICT,BUWUNGA HC III,10,August,2023
MASAKA DISTRICT,BUWUNGA HC III,2,September,2023
MASAKA DISTRICT,BUWUNGA HC III,4,October,2023
MASAKA DISTRICT,BUWUNGA HC III,7,November,2023
MASAKA DISTRICT,BUWUNGA HC III,2,December,2023
MASAKA DISTRICT,BUWUNGA HC III,5,January,2024
MASAKA DISTRICT,BUWUNGA HC III,4,February,2024
MASAKA DISTRICT,BUWUNGA HC III,3,March,2024
MASAKA DISTRICT,BUWUNGA HC III,5,April,2024
MASAKA DISTRICT,BUWUNGA HC III,5,May,2024
MASAKA DISTRICT,BUWUNGA HC III,2,June,2024
MASAKA DISTRICT,BUWUNGA HC III,2,July,2024
MASAKA DISTRICT,BUYAGA HC II,5,July,2022
MASAKA DISTRICT,BUYAGA HC II,3,August,2022
MASAKA DISTRICT,BUYAGA HC II,3,September,2022
MASAKA DISTRICT,BUYAGA HC II,4,October,2022
MASAKA DISTRICT,BUYAGA HC II,1,November,2022
MASAKA DISTRICT,BUYAGA HC II,1,December,2022
MASAKA DISTRICT,BUYAGA HC II,4,January,2023
MASAKA DISTRICT,BUYAGA HC II,0,February,2023
MASAKA DISTRICT,BUYAGA HC II,3,March,2023
MASAKA DISTRICT,BUYAGA HC II,0,April,2023
MASAKA DISTRICT,BUYAGA HC II,2,May,2023
MASAKA DISTRICT,BUYAGA HC II,0,June,2023
MASAKA DISTRICT,BUYAGA HC II,3,July,2023
MASAKA DISTRICT,BUYAGA HC II,2,August,2023
MASAKA DISTRICT,BUYAGA HC II,2,September,2023
MASAKA DISTRICT,BUYAGA HC II,1,October,2023
MASAKA DISTRICT,BUYAGA HC II,0,November,2023
MASAKA DISTRICT,BUYAGA HC II,2,December,2023
MASAKA DISTRICT,BUYAGA HC II,4,January,2024
MASAKA DISTRICT,BUYAGA HC II,1,February,2024
MASAKA DISTRICT,BUYAGA HC II,0,March,2024
MASAKA DISTRICT,BUYAGA HC II,1,April,2024
MASAKA DISTRICT,BUYAGA HC II,1,May,2024
MASAKA DISTRICT,BUYAGA HC II,5,June,2024
MASAKA DISTRICT,BUYAGA HC II,3,July,2024
RAKAI,BUYAMBA HC III,3,July,2022
RAKAI,BUYAMBA HC III,2,August,2022
RAKAI,BUYAMBA HC III,5,September,2022
RAKAI,BUYAMBA HC III,3,October,2022
RAKAI,BUYAMBA HC III,4,November,2022
RAKAI,BUYAMBA HC III,5,December,2022
RAKAI,BUYAMBA HC III,4,January,2023
RAKAI,BUYAMBA HC III,2,February,2023
RAKAI,BUYAMBA HC III,5,March,2023
RAKAI,BUYAMBA HC III,5,April,2023
RAKAI,BUYAMBA HC III,1,May,2023
RAKAI,BUYAMBA HC III,6,June,2023
RAKAI,BUYAMBA HC III,7,July,2023
RAKAI,BUYAMBA HC III,8,August,2023
RAKAI,BUYAMBA HC III,0,September,2023
RAKAI,BUYAMBA HC III,1,October,2023
RAKAI,BUYAMBA HC III,2,November,2023
RAKAI,BUYAMBA HC III,6,December,2023
RAKAI,BUYAMBA HC III,3,January,2024
RAKAI,BUYAMBA HC III,6,February,2024
RAKAI,BUYAMBA HC III,1,March,2024
RAKAI,BUYAMBA HC III,4,April,2024
RAKAI,BUYAMBA HC III,7,May,2024
RAKAI,BUYAMBA HC III,1,June,2024
RAKAI,BUYAMBA HC III,2,July,2024
GOMBA,BUYANJA (GOMBA) HC II,4,July,2022
GOMBA,BUYANJA (GOMBA) HC II,1,August,2022
GOMBA,BUYANJA (GOMBA) HC II,2,September,2022
GOMBA,BUYANJA (GOMBA) HC II,1,November,2022
GOMBA,BUYANJA (GOMBA) HC II,3,January,2023
GOMBA,BUYANJA (GOMBA) HC II,2,February,2023
GOMBA,BUYANJA (GOMBA) HC II,1,March,2023
GOMBA,BUYANJA (GOMBA) HC II,1,April,2023
GOMBA,BUYANJA (GOMBA) HC II,1,May,2023
GOMBA,BUYANJA (GOMBA) HC II,2,July,2023
GOMBA,BUYANJA (GOMBA) HC II,1,August,2023
GOMBA,BUYANJA (GOMBA) HC II,1,September,2023
GOMBA,BUYANJA (GOMBA) HC II,1,October,2023
GOMBA,BUYANJA (GOMBA) HC II,1,November,2023
GOMBA,BUYANJA (GOMBA) HC II,3,December,2023
GOMBA,BUYANJA (GOMBA) HC II,4,February,2024
GOMBA,BUYANJA (GOMBA) HC II,3,March,2024
GOMBA,BUYANJA (GOMBA) HC II,2,April,2024
GOMBA,BUYANJA (GOMBA) HC II,2,June,2024
GOMBA,BUYANJA (GOMBA) HC II,1,July,2024
MPIGI,BUYIGA HC III,1,August,2022
MPIGI,BUYIGA HC III,3,September,2022
MPIGI,BUYIGA HC III,4,November,2022
MPIGI,BUYIGA HC III,3,December,2022
MPIGI,BUYIGA HC III,2,January,2023
MPIGI,BUYIGA HC III,1,April,2023
MPIGI,BUYIGA HC III,3,May,2023
MPIGI,BUYIGA HC III,2,June,2023
MPIGI,BUYIGA HC III,7,July,2023
MPIGI,BUYIGA HC III,1,August,2023
MPIGI,BUYIGA HC III,6,September,2023
MPIGI,BUYIGA HC III,1,October,2023
MPIGI,BUYIGA HC III,3,November,2023
MPIGI,BUYIGA HC III,1,December,2023
MPIGI,BUYIGA HC III,3,January,2024
MPIGI,BUYIGA HC III,1,March,2024
MPIGI,BUYIGA HC III,2,April,2024
MPIGI,BUYIGA HC III,1,May,2024
MPIGI,BUYIGA HC III,1,June,2024
MPIGI,BUYIGA HC III,5,July,2024
KALANGALA,BWENDERO HC III,6,July,2022
KALANGALA,BWENDERO HC III,4,August,2022
KALANGALA,BWENDERO HC III,4,September,2022
KALANGALA,BWENDERO HC III,4,October,2022
KALANGALA,BWENDERO HC III,3,November,2022
KALANGALA,BWENDERO HC III,3,December,2022
KALANGALA,BWENDERO HC III,6,January,2023
KALANGALA,BWENDERO HC III,2,February,2023
KALANGALA,BWENDERO HC III,3,March,2023
KALANGALA,BWENDERO HC III,4,April,2023
KALANGALA,BWENDERO HC III,4,May,2023
KALANGALA,BWENDERO HC III,6,June,2023
KALANGALA,BWENDERO HC III,3,July,2023
KALANGALA,BWENDERO HC III,5,August,2023
KALANGALA,BWENDERO HC III,3,September,2023
KALANGALA,BWENDERO HC III,8,October,2023
KALANGALA,BWENDERO HC III,2,November,2023
KALANGALA,BWENDERO HC III,3,December,2023
KALANGALA,BWENDERO HC III,3,January,2024
KALANGALA,BWENDERO HC III,5,February,2024
KALANGALA,BWENDERO HC III,3,March,2024
KALANGALA,BWENDERO HC III,5,April,2024
KALANGALA,BWENDERO HC III,1,May,2024
KALANGALA,BWENDERO HC III,1,June,2024
KALANGALA,BWENDERO HC III,3,July,2024
WAKISO,BWEYOGERERE HC III,4,July,2022
WAKISO,BWEYOGERERE HC III,14,August,2022
WAKISO,BWEYOGERERE HC III,9,September,2022
WAKISO,BWEYOGERERE HC III,9,October,2022
WAKISO,BWEYOGERERE HC III,4,November,2022
WAKISO,BWEYOGERERE HC III,4,December,2022
WAKISO,BWEYOGERERE HC III,2,January,2023
WAKISO,BWEYOGERERE HC III,8,February,2023
WAKISO,BWEYOGERERE HC III,6,March,2023
WAKISO,BWEYOGERERE HC III,12,April,2023
WAKISO,BWEYOGERERE HC III,16,May,2023
WAKISO,BWEYOGERERE HC III,13,June,2023
WAKISO,BWEYOGERERE HC III,8,July,2023
WAKISO,BWEYOGERERE HC III,13,August,2023
WAKISO,BWEYOGERERE HC III,7,September,2023
WAKISO,BWEYOGERERE HC III,4,October,2023
WAKISO,BWEYOGERERE HC III,6,November,2023
WAKISO,BWEYOGERERE HC III,9,December,2023
WAKISO,BWEYOGERERE HC III,8,January,2024
WAKISO,BWEYOGERERE HC III,11,February,2024
WAKISO,BWEYOGERERE HC III,15,March,2024
WAKISO,BWEYOGERERE HC III,10,April,2024
WAKISO,BWEYOGERERE HC III,7,May,2024
WAKISO,BWEYOGERERE HC III,8,June,2024
WAKISO,BWEYOGERERE HC III,10,July,2024
RAKAI,BYAKABANDA HC III,2,July,2022
RAKAI,BYAKABANDA HC III,2,August,2022
RAKAI,BYAKABANDA HC III,1,October,2022
RAKAI,BYAKABANDA HC III,1,January,2023
RAKAI,BYAKABANDA HC III,3,February,2023
RAKAI,BYAKABANDA HC III,1,March,2023
RAKAI,BYAKABANDA HC III,1,April,2023
RAKAI,BYAKABANDA HC III,2,July,2023
RAKAI,BYAKABANDA HC III,1,August,2023
RAKAI,BYAKABANDA HC III,2,September,2023
RAKAI,BYAKABANDA HC III,1,October,2023
RAKAI,BYAKABANDA HC III,3,November,2023
RAKAI,BYAKABANDA HC III,8,January,2024
RAKAI,BYAKABANDA HC III,1,February,2024
RAKAI,BYAKABANDA HC III,2,April,2024
RAKAI,BYAKABANDA HC III,1,May,2024
RAKAI,BYAKABANDA HC III,3,June,2024
RAKAI,BYAKABANDA HC III,1,July,2024
WAKISO,COMMUNITY HEALTH PLAN UGANDA,3,September,2022
WAKISO,COMMUNITY HEALTH PLAN UGANDA,1,October,2022
WAKISO,COMMUNITY HEALTH PLAN UGANDA,2,November,2022
WAKISO,COMMUNITY HEALTH PLAN UGANDA,1,January,2023
WAKISO,COMMUNITY HEALTH PLAN UGANDA,1,February,2023
WAKISO,COMMUNITY HEALTH PLAN UGANDA,3,March,2023
WAKISO,COMMUNITY HEALTH PLAN UGANDA,2,April,2023
WAKISO,COMMUNITY HEALTH PLAN UGANDA,1,May,2023
WAKISO,COMMUNITY HEALTH PLAN UGANDA,1,June,2023
WAKISO,COMMUNITY HEALTH PLAN UGANDA,1,August,2023
WAKISO,COMMUNITY HEALTH PLAN UGANDA,2,October,2023
WAKISO,COMMUNITY HEALTH PLAN UGANDA,1,December,2023
WAKISO,COMMUNITY HEALTH PLAN UGANDA,3,January,2024
WAKISO,COMMUNITY HEALTH PLAN UGANDA,1,February,2024
WAKISO,COMMUNITY HEALTH PLAN UGANDA,4,March,2024
WAKISO,COMMUNITY HEALTH PLAN UGANDA,3,April,2024
WAKISO,COMMUNITY HEALTH PLAN UGANDA,0,May,2024
WAKISO,COMMUNITY HEALTH PLAN UGANDA,1,June,2024
WAKISO,COMMUNITY HEALTH PLAN UGANDA,1,July,2024
MPIGI,DONA CARNEVALE MEDICAL CENTRE,2,November,2022
MPIGI,DONA CARNEVALE MEDICAL CENTRE,2,February,2023
MPIGI,DONA CARNEVALE MEDICAL CENTRE,1,March,2023
MPIGI,DONA CARNEVALE MEDICAL CENTRE,2,June,2023
MPIGI,DONA CARNEVALE MEDICAL CENTRE,1,August,2023
MPIGI,DONA CARNEVALE MEDICAL CENTRE,1,October,2023
MPIGI,DONA CARNEVALE MEDICAL CENTRE,1,January,2024
MPIGI,DONA CARNEVALE MEDICAL CENTRE,1,February,2024
MPIGI,DONA CARNEVALE MEDICAL CENTRE,2,March,2024
MPIGI,DONA CARNEVALE MEDICAL CENTRE,0,July,2024
BUTAMBALA,EPI-CENTRESENGE HC III,1,September,2022
BUTAMBALA,EPI-CENTRESENGE HC III,3,October,2022
BUTAMBALA,EPI-CENTRESENGE HC III,3,November,2022
BUTAMBALA,EPI-CENTRESENGE HC III,0,December,2022
BUTAMBALA,EPI-CENTRESENGE HC III,3,February,2023
BUTAMBALA,EPI-CENTRESENGE HC III,1,April,2023
BUTAMBALA,EPI-CENTRESENGE HC III,0,May,2023
BUTAMBALA,EPI-CENTRESENGE HC III,1,August,2023
BUTAMBALA,EPI-CENTRESENGE HC III,1,October,2023
BUTAMBALA,EPI-CENTRESENGE HC III,2,November,2023
BUTAMBALA,EPI-CENTRESENGE HC III,2,January,2024
BUTAMBALA,EPI-CENTRESENGE HC III,1,February,2024
BUTAMBALA,EPI-CENTRESENGE HC III,2,March,2024
BUTAMBALA,EPI-CENTRESENGE HC III,3,May,2024
BUTAMBALA,EPI-CENTRESENGE HC III,1,June,2024
MPIGI,GGOLO HC III,2,July,2022
MPIGI,GGOLO HC III,3,August,2022
MPIGI,GGOLO HC III,2,September,2022
MPIGI,GGOLO HC III,4,October,2022
MPIGI,GGOLO HC III,2,November,2022
MPIGI,GGOLO HC III,4,December,2022
MPIGI,GGOLO HC III,3,January,2023
MPIGI,GGOLO HC III,2,February,2023
MPIGI,GGOLO HC III,2,March,2023
MPIGI,GGOLO HC III,5,April,2023
MPIGI,GGOLO HC III,5,May,2023
MPIGI,GGOLO HC III,3,June,2023
MPIGI,GGOLO HC III,1,July,2023
MPIGI,GGOLO HC III,3,August,2023
MPIGI,GGOLO HC III,2,September,2023
MPIGI,GGOLO HC III,2,October,2023
MPIGI,GGOLO HC III,2,November,2023
MPIGI,GGOLO HC III,3,December,2023
MPIGI,GGOLO HC III,1,January,2024
MPIGI,GGOLO HC III,3,February,2024
MPIGI,GGOLO HC III,7,March,2024
MPIGI,GGOLO HC III,4,May,2024
MPIGI,GGOLO HC III,3,June,2024
MPIGI,GGOLO HC III,1,July,2024
WAKISO,GGWATIRO NURSING HOME HOSPITAL,1,July,2022
WAKISO,GGWATIRO NURSING HOME HOSPITAL,1,August,2022
WAKISO,GGWATIRO NURSING HOME HOSPITAL,1,September,2022
WAKISO,GGWATIRO NURSING HOME HOSPITAL,1,October,2022
WAKISO,GGWATIRO NURSING HOME HOSPITAL,1,November,2022
WAKISO,GGWATIRO NURSING HOME HOSPITAL,2,March,2023
WAKISO,GGWATIRO NURSING HOME HOSPITAL,1,April,2023
WAKISO,GGWATIRO NURSING HOME HOSPITAL,1,May,2023
WAKISO,GGWATIRO NURSING HOME HOSPITAL,1,November,2023
WAKISO,GGWATIRO NURSING HOME HOSPITAL,1,January,2024
WAKISO,GGWATIRO NURSING HOME HOSPITAL,1,February,2024
WAKISO,GGWATIRO NURSING HOME HOSPITAL,1,July,2024
WAKISO,GOMBE (WAKISO) HC II,2,July,2022
WAKISO,GOMBE (WAKISO) HC II,1,August,2022
WAKISO,GOMBE (WAKISO) HC II,1,September,2022
WAKISO,GOMBE (WAKISO) HC II,2,October,2022
WAKISO,GOMBE (WAKISO) HC II,1,November,2022
WAKISO,GOMBE (WAKISO) HC II,1,January,2023
WAKISO,GOMBE (WAKISO) HC II,3,February,2023
WAKISO,GOMBE (WAKISO) HC II,2,March,2023
WAKISO,GOMBE (WAKISO) HC II,3,May,2023
WAKISO,GOMBE (WAKISO) HC II,1,June,2023
WAKISO,GOMBE (WAKISO) HC II,2,July,2023
WAKISO,GOMBE (WAKISO) HC II,2,August,2023
WAKISO,GOMBE (WAKISO) HC II,1,September,2023
WAKISO,GOMBE (WAKISO) HC II,2,October,2023
WAKISO,GOMBE (WAKISO) HC II,1,November,2023
WAKISO,GOMBE (WAKISO) HC II,3,December,2023
WAKISO,GOMBE (WAKISO) HC II,3,January,2024
WAKISO,GOMBE (WAKISO) HC II,1,March,2024
WAKISO,GOMBE (WAKISO) HC II,2,April,2024
WAKISO,GOMBE (WAKISO) HC II,5,May,2024
WAKISO,GOMBE (WAKISO) HC II,1,June,2024
BUTAMBALA,GOMBE GENERAL HOSPITAL,9,July,2022
BUTAMBALA,GOMBE GENERAL HOSPITAL,13,August,2022
BUTAMBALA,GOMBE GENERAL HOSPITAL,12,September,2022
BUTAMBALA,GOMBE GENERAL HOSPITAL,15,October,2022
BUTAMBALA,GOMBE GENERAL HOSPITAL,13,November,2022
BUTAMBALA,GOMBE GENERAL HOSPITAL,12,December,2022
BUTAMBALA,GOMBE GENERAL HOSPITAL,19,January,2023
BUTAMBALA,GOMBE GENERAL HOSPITAL,11,February,2023
BUTAMBALA,GOMBE GENERAL HOSPITAL,16,March,2023
BUTAMBALA,GOMBE GENERAL HOSPITAL,11,April,2023
BUTAMBALA,GOMBE GENERAL HOSPITAL,23,May,2023
BUTAMBALA,GOMBE GENERAL HOSPITAL,16,June,2023
BUTAMBALA,GOMBE GENERAL HOSPITAL,15,July,2023
BUTAMBALA,GOMBE GENERAL HOSPITAL,16,August,2023
BUTAMBALA,GOMBE GENERAL HOSPITAL,4,September,2023
BUTAMBALA,GOMBE GENERAL HOSPITAL,13,October,2023
BUTAMBALA,GOMBE GENERAL HOSPITAL,11,November,2023
BUTAMBALA,GOMBE GENERAL HOSPITAL,9,December,2023
BUTAMBALA,GOMBE GENERAL HOSPITAL,15,January,2024
BUTAMBALA,GOMBE GENERAL HOSPITAL,9,February,2024
BUTAMBALA,GOMBE GENERAL HOSPITAL,16,March,2024
BUTAMBALA,GOMBE GENERAL HOSPITAL,7,April,2024
BUTAMBALA,GOMBE GENERAL HOSPITAL,15,May,2024
BUTAMBALA,GOMBE GENERAL HOSPITAL,10,June,2024
BUTAMBALA,GOMBE GENERAL HOSPITAL,14,July,2024
KALANGALA,JAANA HC II,1,October,2022
KALANGALA,JAANA HC II,2,December,2022
KALANGALA,JAANA HC II,1,January,2023
KALANGALA,JAANA HC II,2,February,2023
KALANGALA,JAANA HC II,1,March,2023
KALANGALA,JAANA HC II,1,April,2023
KALANGALA,JAANA HC II,1,August,2023
KALANGALA,JAANA HC II,0,November,2023
KALANGALA,JAANA HC II,0,January,2024
KALANGALA,JAANA HC II,0,February,2024
KALANGALA,JAANA HC II,2,March,2024
KALANGALA,JAANA HC II,0,April,2024
KALANGALA,JAANA HC II,1,June,2024
KALANGALA,JAANA HC II,3,July,2024
WAKISO,JOINT CLINICAL RESEARCH CENTER (JCRC) HC IV,0,October,2023
WAKISO,JOINT CLINICAL RESEARCH CENTER (JCRC) HC IV,0,November,2023
WAKISO,JOINT CLINICAL RESEARCH CENTER (JCRC) HC IV,0,January,2024
WAKISO,JOINT CLINICAL RESEARCH CENTER (JCRC) HC IV,0,April,2024
WAKISO,JOINT CLINICAL RESEARCH CENTER (JCRC) HC IV,0,May,2024
WAKISO,JOINT CLINICAL RESEARCH CENTER (JCRC) HC IV,0,July,2024
KALUNGU,KABAALE HC III,1,July,2022
KALUNGU,KABAALE HC III,2,August,2022
KALUNGU,KABAALE HC III,2,October,2022
KALUNGU,KABAALE HC III,1,November,2022
KALUNGU,KABAALE HC III,1,December,2022
KALUNGU,KABAALE HC III,4,January,2023
KALUNGU,KABAALE HC III,3,February,2023
KALUNGU,KABAALE HC III,3,March,2023
KALUNGU,KABAALE HC III,1,April,2023
KALUNGU,KABAALE HC III,2,May,2023
KALUNGU,KABAALE HC III,3,July,2023
KALUNGU,KABAALE HC III,1,August,2023
KALUNGU,KABAALE HC III,3,September,2023
KALUNGU,KABAALE HC III,1,October,2023
KALUNGU,KABAALE HC III,3,December,2023
KALUNGU,KABAALE HC III,1,January,2024
KALUNGU,KABAALE HC III,1,February,2024
KALUNGU,KABAALE HC III,3,March,2024
KALUNGU,KABAALE HC III,1,April,2024
KALUNGU,KABAALE HC III,4,May,2024
KALUNGU,KABAALE HC III,3,June,2024
KALUNGU,KABAALE HC III,3,July,2024
LYANTONDE,KABATEMA HC II,2,July,2022
LYANTONDE,KABATEMA HC II,2,October,2022
LYANTONDE,KABATEMA HC II,1,November,2022
LYANTONDE,KABATEMA HC II,1,January,2023
LYANTONDE,KABATEMA HC II,2,February,2023
LYANTONDE,KABATEMA HC II,1,March,2023
LYANTONDE,KABATEMA HC II,3,May,2023
LYANTONDE,KABATEMA HC II,3,September,2023
LYANTONDE,KABATEMA HC II,1,November,2023
LYANTONDE,KABATEMA HC II,2,January,2024
LYANTONDE,KABATEMA HC II,2,February,2024
LYANTONDE,KABATEMA HC II,5,March,2024
LYANTONDE,KABATEMA HC II,3,April,2024
LYANTONDE,KABATEMA HC II,3,May,2024
LYANTONDE,KABATEMA HC II,1,June,2024
LYANTONDE,KABATEMA HC II,1,July,2024
LYANTONDE,KABAYANDA HC II,4,July,2022
LYANTONDE,KABAYANDA HC II,1,August,2022
LYANTONDE,KABAYANDA HC II,1,November,2022
LYANTONDE,KABAYANDA HC II,1,December,2022
LYANTONDE,KABAYANDA HC II,3,January,2023
LYANTONDE,KABAYANDA HC II,1,February,2023
LYANTONDE,KABAYANDA HC II,1,March,2023
LYANTONDE,KABAYANDA HC II,1,April,2023
LYANTONDE,KABAYANDA HC II,2,May,2023
LYANTONDE,KABAYANDA HC II,1,June,2023
LYANTONDE,KABAYANDA HC II,2,October,2023
LYANTONDE,KABAYANDA HC II,1,November,2023
LYANTONDE,KABAYANDA HC II,2,January,2024
LYANTONDE,KABAYANDA HC II,5,February,2024
LYANTONDE,KABAYANDA HC II,2,March,2024
LYANTONDE,KABAYANDA HC II,2,April,2024
LYANTONDE,KABAYANDA HC II,1,May,2024
LYANTONDE,KABAYANDA HC II,1,June,2024
LYANTONDE,KABAYANDA HC II,1,July,2024
KYOTERA,KABIRA (KYOTERA) HC III,2,July,2022
KYOTERA,KABIRA (KYOTERA) HC III,1,August,2022
KYOTERA,KABIRA (KYOTERA) HC III,4,September,2022
KYOTERA,KABIRA (KYOTERA) HC III,8,October,2022
KYOTERA,KABIRA (KYOTERA) HC III,5,November,2022
KYOTERA,KABIRA (KYOTERA) HC III,4,December,2022
KYOTERA,KABIRA (KYOTERA) HC III,7,January,2023
KYOTERA,KABIRA (KYOTERA) HC III,4,February,2023
KYOTERA,KABIRA (KYOTERA) HC III,6,March,2023
KYOTERA,KABIRA (KYOTERA) HC III,4,April,2023
KYOTERA,KABIRA (KYOTERA) HC III,9,May,2023
KYOTERA,KABIRA (KYOTERA) HC III,6,June,2023
KYOTERA,KABIRA (KYOTERA) HC III,2,July,2023
KYOTERA,KABIRA (KYOTERA) HC III,5,August,2023
KYOTERA,KABIRA (KYOTERA) HC III,2,September,2023
KYOTERA,KABIRA (KYOTERA) HC III,4,October,2023
KYOTERA,KABIRA (KYOTERA) HC III,5,November,2023
KYOTERA,KABIRA (KYOTERA) HC III,4,December,2023
KYOTERA,KABIRA (KYOTERA) HC III,6,January,2024
KYOTERA,KABIRA (KYOTERA) HC III,5,February,2024
KYOTERA,KABIRA (KYOTERA) HC III,4,March,2024
KYOTERA,KABIRA (KYOTERA) HC III,3,April,2024
KYOTERA,KABIRA (KYOTERA) HC III,5,May,2024
KYOTERA,KABIRA (KYOTERA) HC III,2,June,2024
KYOTERA,KABIRA (KYOTERA) HC III,6,July,2024
WAKISO,KABUBBU HC IV,2,July,2022
WAKISO,KABUBBU HC IV,7,August,2022
WAKISO,KABUBBU HC IV,4,September,2022
WAKISO,KABUBBU HC IV,4,October,2022
WAKISO,KABUBBU HC IV,4,November,2022
WAKISO,KABUBBU HC IV,1,December,2022
WAKISO,KABUBBU HC IV,9,January,2023
WAKISO,KABUBBU HC IV,7,February,2023
WAKISO,KABUBBU HC IV,1,March,2023
WAKISO,KABUBBU HC IV,6,April,2023
WAKISO,KABUBBU HC IV,6,May,2023
WAKISO,KABUBBU HC IV,2,June,2023
WAKISO,KABUBBU HC IV,4,July,2023
WAKISO,KABUBBU HC IV,1,August,2023
WAKISO,KABUBBU HC IV,3,September,2023
WAKISO,KABUBBU HC IV,5,October,2023
WAKISO,KABUBBU HC IV,5,November,2023
WAKISO,KABUBBU HC IV,2,December,2023
WAKISO,KABUBBU HC IV,9,January,2024
WAKISO,KABUBBU HC IV,7,February,2024
WAKISO,KABUBBU HC IV,4,March,2024
WAKISO,KABUBBU HC IV,3,April,2024
WAKISO,KABUBBU HC IV,1,May,2024
WAKISO,KABUBBU HC IV,4,June,2024
WAKISO,KABUBBU HC IV,4,July,2024
SEMBABULE,KABUNDI HC II,0,September,2022
SEMBABULE,KABUNDI HC II,1,October,2022
SEMBABULE,KABUNDI HC II,1,November,2022
SEMBABULE,KABUNDI HC II,0,December,2022
SEMBABULE,KABUNDI HC II,1,January,2023
SEMBABULE,KABUNDI HC II,1,March,2023
SEMBABULE,KABUNDI HC II,2,April,2023
SEMBABULE,KABUNDI HC II,2,May,2023
SEMBABULE,KABUNDI HC II,0,July,2023
SEMBABULE,KABUNDI HC II,1,September,2023
SEMBABULE,KABUNDI HC II,1,December,2023
SEMBABULE,KABUNDI HC II,1,January,2024
SEMBABULE,KABUNDI HC II,1,March,2024
KYOTERA,KABUWOKO GOVT HC III,2,July,2022
KYOTERA,KABUWOKO GOVT HC III,1,August,2022
KYOTERA,KABUWOKO GOVT HC III,2,October,2022
KYOTERA,KABUWOKO GOVT HC III,3,November,2022
KYOTERA,KABUWOKO GOVT HC III,1,December,2022
KYOTERA,KABUWOKO GOVT HC III,5,January,2023
KYOTERA,KABUWOKO GOVT HC III,2,February,2023
KYOTERA,KABUWOKO GOVT HC III,3,March,2023
KYOTERA,KABUWOKO GOVT HC III,2,April,2023
KYOTERA,KABUWOKO GOVT HC III,2,May,2023
KYOTERA,KABUWOKO GOVT HC III,1,June,2023
KYOTERA,KABUWOKO GOVT HC III,1,July,2023
KYOTERA,KABUWOKO GOVT HC III,2,August,2023
KYOTERA,KABUWOKO GOVT HC III,1,September,2023
KYOTERA,KABUWOKO GOVT HC III,1,November,2023
KYOTERA,KABUWOKO GOVT HC III,1,December,2023
KYOTERA,KABUWOKO GOVT HC III,1,April,2024
KYOTERA,KABUWOKO GOVT HC III,1,May,2024
KYOTERA,KABUWOKO GOVT HC III,0,June,2024
KYOTERA,KABUWOKO GOVT HC III,4,July,2024
KALANGALA,KACHANGA ISLAND HC II,2,July,2022
KALANGALA,KACHANGA ISLAND HC II,2,October,2022
KALANGALA,KACHANGA ISLAND HC II,5,November,2022
KALANGALA,KACHANGA ISLAND HC II,1,February,2023
KALANGALA,KACHANGA ISLAND HC II,1,March,2023
KALANGALA,KACHANGA ISLAND HC II,3,April,2023
KALANGALA,KACHANGA ISLAND HC II,1,May,2023
KALANGALA,KACHANGA ISLAND HC II,1,June,2023
KALANGALA,KACHANGA ISLAND HC II,1,August,2023
KALANGALA,KACHANGA ISLAND HC II,2,September,2023
KALANGALA,KACHANGA ISLAND HC II,2,October,2023
KALANGALA,KACHANGA ISLAND HC II,1,November,2023
KALANGALA,KACHANGA ISLAND HC II,0,December,2023
KALANGALA,KACHANGA ISLAND HC II,1,February,2024
KALANGALA,KACHANGA ISLAND HC II,1,March,2024
KALANGALA,KACHANGA ISLAND HC II,1,April,2024
KALANGALA,KACHANGA ISLAND HC II,5,May,2024
KALANGALA,KACHANGA ISLAND HC II,5,June,2024
KALANGALA,KACHANGA ISLAND HC II,3,July,2024
RAKAI,KACHEERA HC III,3,July,2022
RAKAI,KACHEERA HC III,3,August,2022
RAKAI,KACHEERA HC III,3,September,2022
RAKAI,KACHEERA HC III,3,October,2022
RAKAI,KACHEERA HC III,3,November,2022
RAKAI,KACHEERA HC III,0,December,2022
RAKAI,KACHEERA HC III,1,January,2023
RAKAI,KACHEERA HC III,1,February,2023
RAKAI,KACHEERA HC III,5,March,2023
RAKAI,KACHEERA HC III,2,April,2023
RAKAI,KACHEERA HC III,5,May,2023
RAKAI,KACHEERA HC III,1,June,2023
RAKAI,KACHEERA HC III,4,July,2023
