DISTRICT,FACILITY,TOTALS,MONTH,YEAR
GOMBA,NGOMANENE HC III,3,November,2023
GOMBA,NGOMANENE HC III,1,December,2023
GOMBA,NGOMANENE HC III,1,January,2024
GOMBA,NGOMANENE HC III,1,April,2024
GOMBA,NGOMANENE HC III,1,June,2024
GOMBA,NGOMANENE HC III,2,July,2024
MPIGI,NINDYE HC III,6,July,2022
MPIGI,NINDYE HC III,3,August,2022
MPIGI,NINDYE HC III,3,September,2022
MPIGI,NINDYE HC III,1,October,2022
MPIGI,NINDYE HC III,3,November,2022
MPIGI,NINDYE HC III,2,December,2022
MPIGI,NINDYE HC III,2,January,2023
MPIGI,NINDYE HC III,3,February,2023
MPIGI,NINDYE HC III,4,March,2023
MPIGI,NINDYE HC III,5,April,2023
MPIGI,NINDYE HC III,9,May,2023
MPIGI,NINDYE HC III,7,June,2023
MPIGI,NINDYE HC III,6,July,2023
MPIGI,NINDYE HC III,7,August,2023
MPIGI,NINDYE HC III,5,September,2023
MPIGI,NINDYE HC III,3,October,2023
MPIGI,NINDYE HC III,5,November,2023
MPIGI,NINDYE HC III,6,December,2023
MPIGI,NINDYE HC III,8,January,2024
MPIGI,NINDYE HC III,4,February,2024
MPIGI,NINDYE HC III,3,March,2024
MPIGI,NINDYE HC III,6,April,2024
MPIGI,NINDYE HC III,8,May,2024
MPIGI,NINDYE HC III,3,June,2024
MPIGI,NINDYE HC III,4,July,2024
WAKISO,NSAGGU HC II,1,December,2022
WAKISO,NSAGGU HC II,3,February,2023
WAKISO,NSAGGU HC II,1,July,2023
WAKISO,NSAGGU HC II,1,August,2023
WAKISO,NSAGGU HC II,2,September,2023
WAKISO,NSAGGU HC II,2,October,2023
WAKISO,NSAGGU HC II,1,November,2023
WAKISO,NSAGGU HC II,1,December,2023
WAKISO,NSAGGU HC II,2,January,2024
WAKISO,NSAGGU HC II,0,February,2024
WAKISO,NSAGGU HC II,2,March,2024
WAKISO,NSAGGU HC II,0,April,2024
WAKISO,NSAGGU HC II,0,June,2024
WAKISO,NSAGGU HC II,0,July,2024
MPIGI,NSAMU/KYALI HC III,1,July,2022
MPIGI,NSAMU/KYALI HC III,2,August,2022
MPIGI,NSAMU/KYALI HC III,2,September,2022
MPIGI,NSAMU/KYALI HC III,2,November,2022
MPIGI,NSAMU/KYALI HC III,2,December,2022
MPIGI,NSAMU/KYALI HC III,4,January,2023
MPIGI,NSAMU/KYALI HC III,3,March,2023
MPIGI,NSAMU/KYALI HC III,1,April,2023
MPIGI,NSAMU/KYALI HC III,1,July,2023
MPIGI,NSAMU/KYALI HC III,1,August,2023
MPIGI,NSAMU/KYALI HC III,2,September,2023
MPIGI,NSAMU/KYALI HC III,5,October,2023
MPIGI,NSAMU/KYALI HC III,1,November,2023
MPIGI,NSAMU/KYALI HC III,1,January,2024
MPIGI,NSAMU/KYALI HC III,1,February,2024
MPIGI,NSAMU/KYALI HC III,1,March,2024
MPIGI,NSAMU/KYALI HC III,4,April,2024
MPIGI,NSAMU/KYALI HC III,0,May,2024
MPIGI,NSAMU/KYALI HC III,2,June,2024
MPIGI,NSAMU/KYALI HC III,1,July,2024
WAKISO,NSANGI HC III,43,July,2022
WAKISO,NSANGI HC III,18,August,2022
WAKISO,NSANGI HC III,16,September,2022
WAKISO,NSANGI HC III,15,October,2022
WAKISO,NSANGI HC III,19,November,2022
WAKISO,NSANGI HC III,16,December,2022
WAKISO,NSANGI HC III,22,January,2023
WAKISO,NSANGI HC III,15,February,2023
WAKISO,NSANGI HC III,21,March,2023
WAKISO,NSANGI HC III,25,April,2023
WAKISO,NSANGI HC III,24,May,2023
WAKISO,NSANGI HC III,16,June,2023
WAKISO,NSANGI HC III,19,July,2023
WAKISO,NSANGI HC III,18,August,2023
WAKISO,NSANGI HC III,19,September,2023
WAKISO,NSANGI HC III,18,October,2023
WAKISO,NSANGI HC III,14,November,2023
WAKISO,NSANGI HC III,35,December,2023
WAKISO,NSANGI HC III,31,January,2024
WAKISO,NSANGI HC III,23,February,2024
WAKISO,NSANGI HC III,20,March,2024
WAKISO,NSANGI HC III,18,April,2024
WAKISO,NSANGI HC III,21,May,2024
WAKISO,NSANGI HC III,20,June,2024
WAKISO,NSANGI HC III,30,July,2024
SEMBABULE,NTETE HC II,4,July,2022
SEMBABULE,NTETE HC II,3,August,2022
SEMBABULE,NTETE HC II,2,September,2022
SEMBABULE,NTETE HC II,2,November,2022
SEMBABULE,NTETE HC II,2,February,2023
SEMBABULE,NTETE HC II,2,May,2023
SEMBABULE,NTETE HC II,3,June,2023
SEMBABULE,NTETE HC II,1,July,2023
SEMBABULE,NTETE HC II,2,August,2023
SEMBABULE,NTETE HC II,2,September,2023
SEMBABULE,NTETE HC II,2,October,2023
SEMBABULE,NTETE HC II,1,November,2023
SEMBABULE,NTETE HC II,2,December,2023
SEMBABULE,NTETE HC II,1,January,2024
SEMBABULE,NTETE HC II,4,February,2024
SEMBABULE,NTETE HC II,0,March,2024
SEMBABULE,NTETE HC II,4,May,2024
SEMBABULE,NTETE HC II,1,June,2024
SEMBABULE,NTUUSI HC IV,8,July,2022
SEMBABULE,NTUUSI HC IV,6,August,2022
SEMBABULE,NTUUSI HC IV,5,September,2022
SEMBABULE,NTUUSI HC IV,8,October,2022
SEMBABULE,NTUUSI HC IV,8,November,2022
SEMBABULE,NTUUSI HC IV,2,December,2022
SEMBABULE,NTUUSI HC IV,9,January,2023
SEMBABULE,NTUUSI HC IV,14,February,2023
SEMBABULE,NTUUSI HC IV,10,March,2023
SEMBABULE,NTUUSI HC IV,6,April,2023
SEMBABULE,NTUUSI HC IV,6,May,2023
SEMBABULE,NTUUSI HC IV,4,June,2023
SEMBABULE,NTUUSI HC IV,10,July,2023
SEMBABULE,NTUUSI HC IV,5,August,2023
SEMBABULE,NTUUSI HC IV,3,September,2023
SEMBABULE,NTUUSI HC IV,5,October,2023
SEMBABULE,NTUUSI HC IV,5,November,2023
SEMBABULE,NTUUSI HC IV,6,December,2023
SEMBABULE,NTUUSI HC IV,7,January,2024
SEMBABULE,NTUUSI HC IV,11,February,2024
SEMBABULE,NTUUSI HC IV,7,March,2024
SEMBABULE,NTUUSI HC IV,6,April,2024
SEMBABULE,NTUUSI HC IV,10,May,2024
SEMBABULE,NTUUSI HC IV,5,June,2024
SEMBABULE,NTUUSI HC IV,7,July,2024
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,12,July,2022
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,14,August,2022
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,16,September,2022
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,13,October,2022
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,11,November,2022
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,13,December,2022
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,20,January,2023
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,14,February,2023
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,14,March,2023
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,16,April,2023
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,9,May,2023
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,23,June,2023
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,23,July,2023
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,17,August,2023
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,25,September,2023
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,17,October,2023
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,23,November,2023
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,9,December,2023
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,11,January,2024
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,12,February,2024
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,24,March,2024
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,19,April,2024
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,20,May,2024
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,15,June,2024
WAKISO,NURTURE AFRICA II SPECIAL CLINIC,16,July,2024
MASAKA CITY,NYENDO HC III,10,July,2022
MASAKA CITY,NYENDO HC III,19,August,2022
MASAKA CITY,NYENDO HC III,12,September,2022
MASAKA CITY,NYENDO HC III,10,October,2022
MASAKA CITY,NYENDO HC III,10,November,2022
MASAKA CITY,NYENDO HC III,5,December,2022
MASAKA CITY,NYENDO HC III,19,January,2023
MASAKA CITY,NYENDO HC III,13,February,2023
MASAKA CITY,NYENDO HC III,14,March,2023
MASAKA CITY,NYENDO HC III,12,April,2023
MASAKA CITY,NYENDO HC III,17,May,2023
MASAKA CITY,NYENDO HC III,17,June,2023
MASAKA CITY,NYENDO HC III,20,July,2023
MASAKA CITY,NYENDO HC III,12,August,2023
MASAKA CITY,NYENDO HC III,16,September,2023
MASAKA CITY,NYENDO HC III,13,October,2023
MASAKA CITY,NYENDO HC III,18,November,2023
MASAKA CITY,NYENDO HC III,18,December,2023
MASAKA CITY,NYENDO HC III,24,January,2024
MASAKA CITY,NYENDO HC III,19,February,2024
MASAKA CITY,NYENDO HC III,11,March,2024
MASAKA CITY,NYENDO HC III,18,April,2024
MASAKA CITY,NYENDO HC III,15,May,2024
MASAKA CITY,NYENDO HC III,19,June,2024
MASAKA CITY,NYENDO HC III,21,July,2024
RAKAI,RAKAI HOSPITAL,12,July,2022
RAKAI,RAKAI HOSPITAL,9,August,2022
RAKAI,RAKAI HOSPITAL,7,September,2022
RAKAI,RAKAI HOSPITAL,10,October,2022
RAKAI,RAKAI HOSPITAL,10,November,2022
RAKAI,RAKAI HOSPITAL,6,December,2022
RAKAI,RAKAI HOSPITAL,15,January,2023
RAKAI,RAKAI HOSPITAL,12,February,2023
RAKAI,RAKAI HOSPITAL,4,March,2023
RAKAI,RAKAI HOSPITAL,12,April,2023
RAKAI,RAKAI HOSPITAL,6,May,2023
RAKAI,RAKAI HOSPITAL,9,June,2023
RAKAI,RAKAI HOSPITAL,12,July,2023
RAKAI,RAKAI HOSPITAL,7,August,2023
RAKAI,RAKAI HOSPITAL,11,September,2023
RAKAI,RAKAI HOSPITAL,11,October,2023
RAKAI,RAKAI HOSPITAL,11,November,2023
RAKAI,RAKAI HOSPITAL,5,December,2023
RAKAI,RAKAI HOSPITAL,13,January,2024
RAKAI,RAKAI HOSPITAL,15,February,2024
RAKAI,RAKAI HOSPITAL,9,March,2024
RAKAI,RAKAI HOSPITAL,17,April,2024
RAKAI,RAKAI HOSPITAL,10,May,2024
RAKAI,RAKAI HOSPITAL,6,June,2024
RAKAI,RAKAI HOSPITAL,14,July,2024
RAKAI,RAKAI KIZIBA HC III,1,July,2022
RAKAI,RAKAI KIZIBA HC III,4,August,2022
RAKAI,RAKAI KIZIBA HC III,2,September,2022
RAKAI,RAKAI KIZIBA HC III,4,October,2022
RAKAI,RAKAI KIZIBA HC III,5,November,2022
RAKAI,RAKAI KIZIBA HC III,3,January,2023
RAKAI,RAKAI KIZIBA HC III,3,February,2023
RAKAI,RAKAI KIZIBA HC III,3,March,2023
RAKAI,RAKAI KIZIBA HC III,2,April,2023
RAKAI,RAKAI KIZIBA HC III,1,May,2023
RAKAI,RAKAI KIZIBA HC III,1,June,2023
RAKAI,RAKAI KIZIBA HC III,1,July,2023
RAKAI,RAKAI KIZIBA HC III,3,August,2023
RAKAI,RAKAI KIZIBA HC III,1,September,2023
RAKAI,RAKAI KIZIBA HC III,3,October,2023
RAKAI,RAKAI KIZIBA HC III,4,November,2023
RAKAI,RAKAI KIZIBA HC III,2,December,2023
RAKAI,RAKAI KIZIBA HC III,3,January,2024
RAKAI,RAKAI KIZIBA HC III,3,February,2024
RAKAI,RAKAI KIZIBA HC III,2,March,2024
RAKAI,RAKAI KIZIBA HC III,2,June,2024
RAKAI,RAKAI KIZIBA HC III,2,July,2024
WAKISO,SEGUKU HC II,1,July,2022
WAKISO,SEGUKU HC II,4,August,2022
WAKISO,SEGUKU HC II,1,September,2022
WAKISO,SEGUKU HC II,5,October,2022
WAKISO,SEGUKU HC II,0,November,2022
WAKISO,SEGUKU HC II,1,December,2022
WAKISO,SEGUKU HC II,2,January,2023
WAKISO,SEGUKU HC II,3,February,2023
WAKISO,SEGUKU HC II,0,March,2023
WAKISO,SEGUKU HC II,1,April,2023
WAKISO,SEGUKU HC II,5,May,2023
WAKISO,SEGUKU HC II,0,June,2023
WAKISO,SEGUKU HC II,1,July,2023
WAKISO,SEGUKU HC II,0,August,2023
WAKISO,SEGUKU HC II,1,September,2023
WAKISO,SEGUKU HC II,2,October,2023
WAKISO,SEGUKU HC II,3,November,2023
WAKISO,SEGUKU HC II,1,December,2023
WAKISO,SEGUKU HC II,2,January,2024
WAKISO,SEGUKU HC II,0,February,2024
WAKISO,SEGUKU HC II,4,March,2024
WAKISO,SEGUKU HC II,1,April,2024
WAKISO,SEGUKU HC II,0,May,2024
WAKISO,SEGUKU HC II,1,June,2024
WAKISO,SEGUKU HC II,0,July,2024
MPIGI,SEKIWUNGA HC III,3,July,2022
MPIGI,SEKIWUNGA HC III,7,August,2022
MPIGI,SEKIWUNGA HC III,2,September,2022
MPIGI,SEKIWUNGA HC III,8,October,2022
MPIGI,SEKIWUNGA HC III,5,November,2022
MPIGI,SEKIWUNGA HC III,4,December,2022
MPIGI,SEKIWUNGA HC III,7,January,2023
MPIGI,SEKIWUNGA HC III,3,February,2023
MPIGI,SEKIWUNGA HC III,7,March,2023
MPIGI,SEKIWUNGA HC III,3,April,2023
MPIGI,SEKIWUNGA HC III,3,May,2023
MPIGI,SEKIWUNGA HC III,4,June,2023
MPIGI,SEKIWUNGA HC III,3,July,2023
MPIGI,SEKIWUNGA HC III,5,August,2023
MPIGI,SEKIWUNGA HC III,7,September,2023
MPIGI,SEKIWUNGA HC III,5,October,2023
MPIGI,SEKIWUNGA HC III,5,November,2023
MPIGI,SEKIWUNGA HC III,2,December,2023
MPIGI,SEKIWUNGA HC III,3,January,2024
MPIGI,SEKIWUNGA HC III,8,February,2024
MPIGI,SEKIWUNGA HC III,5,March,2024
MPIGI,SEKIWUNGA HC III,2,April,2024
MPIGI,SEKIWUNGA HC III,5,May,2024
MPIGI,SEKIWUNGA HC III,7,June,2024
MPIGI,SEKIWUNGA HC III,14,July,2024
SEMBABULE,SEMBABULE KABAALE HC II,1,October,2022
SEMBABULE,SEMBABULE KABAALE HC II,2,November,2022
SEMBABULE,SEMBABULE KABAALE HC II,1,December,2022
SEMBABULE,SEMBABULE KABAALE HC II,1,April,2023
SEMBABULE,SEMBABULE KABAALE HC II,2,August,2023
SEMBABULE,SEMBABULE KABAALE HC II,1,September,2023
SEMBABULE,SEMBABULE KABAALE HC II,2,October,2023
SEMBABULE,SEMBABULE KABAALE HC II,2,January,2024
SEMBABULE,SEMBABULE KABAALE HC II,1,March,2024
SEMBABULE,SSEMBABULE HC IV,15,July,2022
SEMBABULE,SSEMBABULE HC IV,13,August,2022
SEMBABULE,SSEMBABULE HC IV,9,September,2022
SEMBABULE,SSEMBABULE HC IV,13,October,2022
SEMBABULE,SSEMBABULE HC IV,13,November,2022
SEMBABULE,SSEMBABULE HC IV,11,December,2022
SEMBABULE,SSEMBABULE HC IV,19,January,2023
SEMBABULE,SSEMBABULE HC IV,7,February,2023
SEMBABULE,SSEMBABULE HC IV,11,March,2023
SEMBABULE,SSEMBABULE HC IV,16,April,2023
SEMBABULE,SSEMBABULE HC IV,20,May,2023
SEMBABULE,SSEMBABULE HC IV,17,June,2023
SEMBABULE,SSEMBABULE HC IV,21,July,2023
SEMBABULE,SSEMBABULE HC IV,12,August,2023
SEMBABULE,SSEMBABULE HC IV,16,September,2023
SEMBABULE,SSEMBABULE HC IV,15,October,2023
SEMBABULE,SSEMBABULE HC IV,11,November,2023
SEMBABULE,SSEMBABULE HC IV,10,December,2023
SEMBABULE,SSEMBABULE HC IV,17,January,2024
SEMBABULE,SSEMBABULE HC IV,16,February,2024
SEMBABULE,SSEMBABULE HC IV,6,March,2024
SEMBABULE,SSEMBABULE HC IV,17,April,2024
SEMBABULE,SSEMBABULE HC IV,14,May,2024
SEMBABULE,SSEMBABULE HC IV,12,June,2024
SEMBABULE,SSEMBABULE HC IV,15,July,2024
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,2,August,2022
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,1,October,2022
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,1,November,2022
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,2,December,2022
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,3,January,2023
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,2,March,2023
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,3,April,2023
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,2,September,2023
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,2,December,2023
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,1,February,2024
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,2,March,2024
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,0,April,2024
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,0,May,2024
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,0,June,2024
KALANGALA,SSESE ISLANDS AFRICAN AIDS PROJECT (SIAAP) HC II,0,July,2024
MPIGI,ST. ELIZABETH KIBANGA IHU HC III,0,January,2023
MPIGI,ST. ELIZABETH KIBANGA IHU HC III,1,June,2023
MPIGI,ST. ELIZABETH KIBANGA IHU HC III,0,July,2023
MPIGI,ST. ELIZABETH KIBANGA IHU HC III,0,August,2023
MPIGI,ST. ELIZABETH KIBANGA IHU HC III,0,October,2023
MPIGI,ST. ELIZABETH KIBANGA IHU HC III,0,November,2023
MPIGI,ST. ELIZABETH KIBANGA IHU HC III,1,May,2024
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,1,July,2022
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,4,August,2022
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,1,September,2022
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,1,October,2022
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,1,November,2022
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,1,December,2022
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,1,January,2023
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,2,February,2023
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,1,March,2023
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,3,April,2023
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,1,May,2023
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,2,June,2023
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,0,July,2023
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,1,August,2023
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,2,September,2023
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,3,October,2023
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,0,November,2023
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,0,December,2023
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,1,January,2024
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,1,March,2024
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,1,April,2024
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,3,May,2024
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,2,June,2024
BUKOMANSIMBI,ST. MARY'S MATERNITY HOME,5,July,2024
WAKISO,TASO ENTEBBE SPECIAL CLINIC,8,July,2022
WAKISO,TASO ENTEBBE SPECIAL CLINIC,15,August,2022
WAKISO,TASO ENTEBBE SPECIAL CLINIC,14,September,2022
WAKISO,TASO ENTEBBE SPECIAL CLINIC,13,October,2022
WAKISO,TASO ENTEBBE SPECIAL CLINIC,15,November,2022
WAKISO,TASO ENTEBBE SPECIAL CLINIC,10,December,2022
WAKISO,TASO ENTEBBE SPECIAL CLINIC,19,January,2023
WAKISO,TASO ENTEBBE SPECIAL CLINIC,13,February,2023
WAKISO,TASO ENTEBBE SPECIAL CLINIC,26,March,2023
WAKISO,TASO ENTEBBE SPECIAL CLINIC,18,April,2023
WAKISO,TASO ENTEBBE SPECIAL CLINIC,22,May,2023
WAKISO,TASO ENTEBBE SPECIAL CLINIC,12,June,2023
WAKISO,TASO ENTEBBE SPECIAL CLINIC,10,July,2023
WAKISO,TASO ENTEBBE SPECIAL CLINIC,18,August,2023
WAKISO,TASO ENTEBBE SPECIAL CLINIC,14,September,2023
WAKISO,TASO ENTEBBE SPECIAL CLINIC,8,October,2023
WAKISO,TASO ENTEBBE SPECIAL CLINIC,9,November,2023
WAKISO,TASO ENTEBBE SPECIAL CLINIC,11,December,2023
WAKISO,TASO ENTEBBE SPECIAL CLINIC,13,January,2024
WAKISO,TASO ENTEBBE SPECIAL CLINIC,14,February,2024
WAKISO,TASO ENTEBBE SPECIAL CLINIC,18,March,2024
WAKISO,TASO ENTEBBE SPECIAL CLINIC,11,April,2024
WAKISO,TASO ENTEBBE SPECIAL CLINIC,11,May,2024
WAKISO,TASO ENTEBBE SPECIAL CLINIC,3,June,2024
WAKISO,TASO ENTEBBE SPECIAL CLINIC,17,July,2024
MASAKA CITY,TASO MASAKA,0,July,2022
MASAKA CITY,TASO MASAKA,0,August,2022
MASAKA CITY,TASO MASAKA,0,September,2022
MASAKA CITY,TASO MASAKA,0,October,2022
MASAKA CITY,TASO MASAKA,0,November,2022
MASAKA CITY,TASO MASAKA,0,December,2022
MASAKA CITY,TASO MASAKA,0,January,2023
MASAKA CITY,TASO MASAKA,0,February,2023
MASAKA CITY,TASO MASAKA,0,April,2023
MASAKA CITY,TASO MASAKA,0,August,2023
MASAKA CITY,TASO MASAKA,0,September,2023
MASAKA CITY,TASO MASAKA,0,November,2023
MASAKA CITY,TASO MASAKA,0,December,2023
MASAKA CITY,TASO MASAKA,0,January,2024
MASAKA CITY,TASO MASAKA,0,February,2024
MASAKA CITY,TASO MASAKA,0,March,2024
MASAKA CITY,TASO MASAKA,0,April,2024
MASAKA CITY,TASO MASAKA,0,May,2024
MASAKA CITY,TASO MASAKA,0,June,2024
WAKISO,TRIAM MEDICAL CENTRE HC II,1,June,2023
WAKISO,TRIAM MEDICAL CENTRE HC II,0,August,2023
WAKISO,TRIAM MEDICAL CENTRE HC II,0,September,2023
WAKISO,TRIAM MEDICAL CENTRE HC II,0,October,2023
WAKISO,TRIAM MEDICAL CENTRE HC II,0,November,2023
WAKISO,TRIAM MEDICAL CENTRE HC II,0,June,2024
WAKISO,TTIKALU HC III,3,July,2022
WAKISO,TTIKALU HC III,3,August,2022
WAKISO,TTIKALU HC III,3,September,2022
WAKISO,TTIKALU HC III,3,October,2022
WAKISO,TTIKALU HC III,3,November,2022
WAKISO,TTIKALU HC III,1,December,2022
WAKISO,TTIKALU HC III,7,January,2023
WAKISO,TTIKALU HC III,3,February,2023
WAKISO,TTIKALU HC III,2,May,2023
WAKISO,TTIKALU HC III,1,July,2023
WAKISO,TTIKALU HC III,3,August,2023
WAKISO,TTIKALU HC III,5,September,2023
WAKISO,TTIKALU HC III,2,October,2023
WAKISO,TTIKALU HC III,3,November,2023
WAKISO,TTIKALU HC III,5,December,2023
WAKISO,TTIKALU HC III,5,January,2024
WAKISO,TTIKALU HC III,1,February,2024
WAKISO,TTIKALU HC III,5,March,2024
WAKISO,TTIKALU HC III,4,April,2024
WAKISO,TTIKALU HC III,3,May,2024
WAKISO,TTIKALU HC III,2,June,2024
WAKISO,TTIKALU HC III,3,July,2024
WAKISO,WAGAGAI HC IV,5,July,2022
WAKISO,WAGAGAI HC IV,2,August,2022
WAKISO,WAGAGAI HC IV,2,September,2022
WAKISO,WAGAGAI HC IV,1,October,2022
WAKISO,WAGAGAI HC IV,10,February,2023
WAKISO,WAGAGAI HC IV,6,March,2023
WAKISO,WAGAGAI HC IV,3,April,2023
WAKISO,WAGAGAI HC IV,2,May,2023
WAKISO,WAGAGAI HC IV,4,June,2023
WAKISO,WAGAGAI HC IV,1,July,2023
WAKISO,WAGAGAI HC IV,3,August,2023
WAKISO,WAGAGAI HC IV,1,September,2023
WAKISO,WAGAGAI HC IV,1,October,2023
WAKISO,WAGAGAI HC IV,1,November,2023
WAKISO,WAGAGAI HC IV,2,January,2024
WAKISO,WAGAGAI HC IV,4,February,2024
WAKISO,WAGAGAI HC IV,1,March,2024
WAKISO,WAGAGAI HC IV,3,April,2024
WAKISO,WAGAGAI HC IV,1,May,2024
WAKISO,WAGAGAI HC IV,1,June,2024
WAKISO,WAGAGAI HC IV,1,July,2024
WAKISO,WAKISO BANDA HC II,4,July,2022
WAKISO,WAKISO BANDA HC II,1,August,2022
WAKISO,WAKISO BANDA HC II,1,September,2022
WAKISO,WAKISO BANDA HC II,1,November,2022
WAKISO,WAKISO BANDA HC II,4,December,2022
WAKISO,WAKISO BANDA HC II,1,February,2023
WAKISO,WAKISO BANDA HC II,2,April,2023
WAKISO,WAKISO BANDA HC II,2,May,2023
WAKISO,WAKISO BANDA HC II,1,June,2023
WAKISO,WAKISO BANDA HC II,1,July,2023
WAKISO,WAKISO BANDA HC II,1,September,2023
WAKISO,WAKISO BANDA HC II,0,October,2023
WAKISO,WAKISO BANDA HC II,1,November,2023
WAKISO,WAKISO BANDA HC II,2,December,2023
WAKISO,WAKISO BANDA HC II,1,February,2024
WAKISO,WAKISO BANDA HC II,2,March,2024
WAKISO,WAKISO BANDA HC II,2,April,2024
WAKISO,WAKISO BANDA HC II,3,May,2024
WAKISO,WAKISO BANDA HC II,1,July,2024
WAKISO,WAKISO EPI HC III,3,July,2022
WAKISO,WAKISO EPI HC III,5,August,2022
WAKISO,WAKISO EPI HC III,2,September,2022
WAKISO,WAKISO EPI HC III,3,October,2022
WAKISO,WAKISO EPI HC III,9,November,2022
WAKISO,WAKISO EPI HC III,5,December,2022
WAKISO,WAKISO EPI HC III,4,January,2023
WAKISO,WAKISO EPI HC III,3,February,2023
WAKISO,WAKISO EPI HC III,4,March,2023
WAKISO,WAKISO EPI HC III,2,April,2023
WAKISO,WAKISO EPI HC III,8,May,2023
WAKISO,WAKISO EPI HC III,5,June,2023
WAKISO,WAKISO EPI HC III,9,July,2023
WAKISO,WAKISO EPI HC III,7,August,2023
WAKISO,WAKISO EPI HC III,3,September,2023
WAKISO,WAKISO EPI HC III,7,October,2023
WAKISO,WAKISO EPI HC III,11,November,2023
WAKISO,WAKISO EPI HC III,5,December,2023
WAKISO,WAKISO EPI HC III,6,January,2024
WAKISO,WAKISO EPI HC III,7,February,2024
WAKISO,WAKISO EPI HC III,5,March,2024
WAKISO,WAKISO EPI HC III,7,April,2024
WAKISO,WAKISO EPI HC III,8,May,2024
WAKISO,WAKISO EPI HC III,5,June,2024
WAKISO,WAKISO EPI HC III,9,July,2024
WAKISO,WAKISO HC IV,41,July,2022
WAKISO,WAKISO HC IV,34,August,2022
WAKISO,WAKISO HC IV,33,September,2022
WAKISO,WAKISO HC IV,36,October,2022
WAKISO,WAKISO HC IV,43,November,2022
WAKISO,WAKISO HC IV,35,December,2022
WAKISO,WAKISO HC IV,47,January,2023
WAKISO,WAKISO HC IV,38,February,2023
WAKISO,WAKISO HC IV,39,March,2023
